title;price;type;country;color;alcohol;age;vol;raw;class
Шампанское 2006 – Cuvee des Moines – Besserat de Bellefon 0,75 л;9883;шампанское;франция;белое;;;0,75;;
Шампанское Rose Label Brut Rose – Lanson 0,75 л;9990;шампанское;франция;розовое;;;0,75;;
Шампанское Brut – Cuvee Des Moines – Besserat de Bellefon 0,75 л;10052;шампанское;франция;белое;;;0,75;;
Шампанское Cuvee des Moines, Besserat de Bellefon brut rose AOC 0,75 л;10166;шампанское;франция;розовое;;;0,75;;
Шампанское Rose Label + Black Label – Lanson 0,75 л;10490;шампанское;франция;;12,5;;0,75;;
Шампанское Selection Alain Ducasse – Lanson 1,5 л;10490;шампанское;франция;белое;;;1,5;;
Шампанское Extra Brut Cuvee des Mjines 0,75 л;10697;шампанское;франция;белое;;;0,75;;
Шампанское Brut Rose – Cuvee des Moines – Besserat de Bellefon in tube 0,75 л;10890;шампанское;франция;розовое;;;0,75;;
Шампанское Champagne J Lassalle Premier Cru Chigny Les Roses Blanc De Blancs 0,75 л;10900;шампанское;франция;белое;;;0,75;;
Шампанское Ayala Millesime Brut 1999 0,75 л;11012;шампанское;франция;белое;;;0,75;;
Шампанское Blanc de Blancs Grand Cru – Bruno Paillard 0,75 л;11132;шампанское;франция;белое;;;0,75;;
Шампанское Brut – Grand Art – Collet 0,75 л;12600;шампанское;франция;белое;;;0,75;;
Шампанское Blanc de Noirs – Cuvee des Moines – Besserat de Bellefon 0,75 л;11464;шампанское;франция;белое;;;0,75;;
Шампанское Black Label Brut – Lanson 1,5 л;11490;шампанское;франция;белое;;;1,5;;
Шампанское Assemblage 2008 – Bruno Paillard 0,75 л;11737;шампанское;франция;белое;;;0,75;;
Шампанское Besserat de Bellefon, Cuvee des Moines Blanc de Blancs brut AOC 0,75 л;11797;шампанское;франция;белое;;;0,75;;
Шампанское Blanc de Blancs 2006 – Bruno Paillard 0,75 л;12100;шампанское;франция;белое;;;0,75;;
Шампанское Covee Theophile Grand Cru Extra Brut – Gonet-Medeville 0,75 л;12100;шампанское;франция;белое;;;0,75;;
Шампанское Bollinger Rose Brut АОС 0,75 л;13071;шампанское;франция;розовое;;;0,75;;
Шампанское Cuvee Rose Nature Brut – Ayala 0,75 л;13277;шампанское;франция;розовое;;;0,75;;
Шампанское Cuvee Rose Nature Brut – Ayala 0,75 л;13277;шампанское;франция;розовое;;;0,75;;
Шампанское Brut Rose – Cuvee des Moines – Besserat de Bellefon 0,75 л;13586;шампанское;франция;розовое;;;0,75;;
Шампанское 2000 – Cuvee Noble Brut – Lanson 0,75 л;13641;шампанское;франция;белое;;;0,75;;
Шампанское 2000 – Cuvee Noble Brut – Lanson 0,75 л;13641;шампанское;франция;белое;;;0,75;;
Шампанское 2002 – Cuvee Noble Brut – Lanson 0,75 л;13641;шампанское;франция;белое;;;0,75;;
Шампанское 2000 – Cuvee Noble Brut – Lanson 0,75 л;13641;шампанское;франция;белое;;;0,75;;
Шампанское Brut Reserve – Nicolas Feuillatte 1,5 л;13660;шампанское;франция;белое;12;;1,5;;
Шампанское La Grande Ruelle Grand Cru – Gonet-Medeville 0,75 л;13915;шампанское;франция;белое;;;0,75;;
Шампанское Jacquesson Cuvee Brut Degorgement Tardif 0,75 л;14070;шампанское;франция;белое;;;0,75;;
Шампанское Champagne J Lassalle Premier Cru Chigny Les Roses Cuvée Angéline Brut 2009 0,75 л;14700;шампанское;франция;белое;;;0,75;;
Шампанское 2000 – Blanc de Blancs – Cuvee Noble – Lanson 0,75 л;15461;шампанское;франция;белое;;;0,75;;
Шампанское 2000 – Blanc de Blancs – Cuvee Noble – Lanson 0,75 л;15916;шампанское;франция;белое;;;0,75;;
Шампанское 2002 – Blanc de Blancs – Cuvee Noble – Lanson 0,75 л;15916;шампанское;франция;белое;;;0,75;;
Шампанское 2000 – Blanc de Blancs – Cuvee Noble – Lanson 0,75 л;16826;шампанское;франция;белое;;;0,75;;
Шампанское Cuvee Noble – Brut Rose – Lanson 0,75 л;16990;шампанское;франция;розовое;;;0,75;;
Шампанское 1999 – Blanc de Blancs – Cuvee Noble – Lanson 0,75 л;18191;шампанское;франция;белое;;;0,75;;
Шампанское Ayala Rose 8 Brut gift box 0,75 л;18423;шампанское;франция;розовое;;;0,75;;
Шампанское Cuvee Noble – Brut Rose – Lanson 0,75 л;18490;шампанское;франция;розовое;;;0,75;;
Шампанское Bollinger Grande Annee Brut 2005 АОС 0,75 л;18731;шампанское;франция;белое;;;0,75;;
Шампанское Bollinger Grande Annee Brut 2004 АОС 0,75 л;19555;шампанское;франция;белое;;;0,75;;
Шампанское Blanc de Noir Vieilles Vignes Grand Cru 0,75 л;19921;шампанское;франция;белое;;;0,75;;
Шампанское 2005 – Cuvee Perle d’Ayala 0,75 л;20069;шампанское;франция;белое;;;0,75;;
Шампанское 2002 – Cuvee Perle d’Ayala 0,75 л;20069;шампанское;франция;белое;;;0,75;;
Шампанское Brut Majeur – Ayala 3 л;21102;шампанское;франция;белое;;;3;;
"Шампанское Deutz ""Cuvee William Deutz"" Brut Blanc Millesime 0,75 л";20940;шампанское;франция;белое;;;0,75;;
"Шампанское Deutz ""Cuvee William Deutz"" Brut Blanc Millesime gift box 0,75 л";21534;шампанское;франция;белое;;;0,75;;
Шампанское Brut – Grand Art – Collet 3 л;25200;шампанское;франция;белое;;;0,75;;
"Шампанское Deutz ""Amour de Deutz"" Brut Blanc gift box 0,75 л";25440;шампанское;франция;белое;;;0,75;;
Шампанское 2006 – Brut – Dom Perignon 0,75 л;;шампанское;франция;белое;;;;;
Шампанское 1990 – Vintage Collection Brut – Lanson 0,75 л;27291;шампанское;франция;белое;;;0,75;;
Шампанское 1995 – Cuvee Noble Brut – Lanson 1,5 л;27291;шампанское;франция;белое;;;1,5;;
Шампанское Bollinger Grande Annee Brut 2004 Vintage АОС Wooden box 1,5 л;29489;шампанское;франция;белое;;;1,5;;
Шампанское Bollinger Grande Annee Brut 2004 АОС Vintage Gift box 1,5 л;29489;шампанское;франция;белое;;;1,5;;
"Шампанское Deutz ""Amour de Deutz"" Brut Rose gift box 0,75 л";28458;шампанское;франция;розовое;;;0,75;;
Шампанское Jacquesson Cuvee Brut Degorgement Tardif 1,5 л;30165;шампанское;франция;белое;;;1,5;;
Шампанское Blanc de Blancs Ruinart 3 л;30310;шампанское;франция;белое;;;3;;
Шампанское Baron de Rothschild Brut 0,75 л;36621;шампанское;франция;;12;;0,75;;
Шампанское Bollinger R.D. 2002 Extra Brut АОС Gift box 1,5 л;35555;шампанское;франция;белое;;;0,75;;
Шампанское Rose Ruinart 3 л;38692;шампанское;франция;розовое;;;3;;
Шампанское 1998 – Brut Rose – Ruinart 0,75 л;40190;шампанское;франция;розовое;;;0,75;;
Шампанское Bollinger Grande Annee Brut 2004 АОС 1,5 л;39624;шампанское;франция;белое;;;1,5;;
Шампанское Bollinger Grande Annee Brut 2002 АОС Vintage;;шампанское;франция;белое;;;;;
Шампанское Cuvee B de B. – Besserat de Bellefon 0,75 л;59083;шампанское;франция;белое;;;0,75;;
Шампанское 2005 – Brut Rose – Dom Perignon 0,75 л;46595;шампанское;франция;розовое;;;0,75;;
Шампанское 2004 – Brut Rose – Dom Perignon 0,75 л;50514;шампанское;франция;розовое;;;0,75;;
"Шампанское Deutz ""Cuvee William Deutz"" Brut Blanc Millesime 1,5 л";48470;шампанское;франция;белое;;;1,5;;
Шампанское Brut Rose – Cristal gift box 0,75 л;64783;шампанское;франция;розовое;;;0,75;;
Шампанское Piper Heidsieck Rare Champagne AOC 1998 gift box 1,5 л;66540;шампанское;франция;белое;;;1,5;;
Шампанское 2009 – Brut – Cristal – Louis Roederer 1,5 л;72791;шампанское;франция;белое;;;1,5;;
Шампанское Bollinger R.D. 1999 Extra Brut АОС 1,5 л;97774;шампанское;франция;белое;;;1,5;;
Шампанское Bollinger Vieilles Vignes Francaises Brut 2006 АОС 0,75 л;107757;шампанское;франция;белое;;;0,75;;
Шампанское Bollinger Vieilles Vignes Francaises Brut 2000 АОС in humidor 0,75 л;130708;шампанское;франция;белое;;;0,75;;
Шампанское Bollinger Vieilles Vignes Francaises Brut 2004 АОС in humidor 0,75 л;153454;шампанское;франция;белое;;;0,75;;
Шампанское Ladubay Bouvet 1851 Brut 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Bouvet Saumur Saphir Brut Vintage 0,75 л;;шампанское;франция;белое;;;;;
Шампанское 2009 – Brut – Dom Perignon 0,75 л;;шампанское;франция;белое;;;;;
Шампанское 2005 – Brut – Cristal – Louis Roederer 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Мускатное полусухое белое – Артемовское 0,75 л;;шампанское;украина;белое;11;;;;
Шампанское Белое брют – Артемовское 0,75 л;;шампанское;украина;белое;;;;;
Шампанское Полусладкое красное – Артемовское 0,75 л;;шампанское;украина;красное;;;;;
Шампанское Полусладкое белое – Артемовское 0,75 л;;шампанское;украина;белое;;;;;
Шампанское De Perriere Blanc de Blancs Brut 0,2 л;;шампанское;франция;белое;;;;;
Шампанское Cuvee Prestige – Cremant d’Alsace – Rene Mure 0,75 л;;шампанское;франция;;12,5;;;;
Шампанское Brut Ruinar 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Brut Ruinar 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Rose, Ruinart 0,75 л;;шампанское;франция;розовое;;;;;
Шампанское Blanc de Blancs Demi-Sec De Perriere 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Sieur d’Arques Blason Rouge Limoux Cremant Brut 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Cuvee Prestige – Cremant d’Alsace – Rene Mure 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Demi-Sec – Cremant d’Alsace – Rene Mure 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Bouvet Ladubay Tresor Rose Brut Saumur 0,75 л;;шампанское;франция;розовое;;;;;
Шампанское Brut – Ruinart 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Jacquesson Cuvee Brut 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Blanc de Blanc – Ruinar 0,375 л;;шампанское;франция;белое;;;;;
Шампанское Blanc de Blanc, Ruinar 0,75 л;;шампанское;франция;белое;;;;;
Шампанское Rose Ruinart 0,75 л;;шампанское;франция;розовое;;;;;
